ID,Severity,Start_Time,End_Time,Distance(mi),Description,Zipcode,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Duration,Region,State_CA,State_FL,State_Others,State_TX,City_Charlotte,City_Houston,City_Los Angeles,City_Miami,City_Orlando,City_Others,Weather_Condition_Encoded,Weather_Condition_Clear / Cloudy,Weather_Condition_Fog / Low Visibility,Weather_Condition_Others,Weather_Condition_Rain,Weather_Condition_Snow,Weather_Condition_Thunderstorms / Severe Weather
A-4971982,2,1059,1136,0.11,Incident on STATE PARK RD near SC-253 Drive with caution.,29609-1501,2022-09-06 17:53:00,84.0,61.0,28.89,10.0,W,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1847234,3,697,742,0.0,Right hand shoulder blocked due to accident on I-95 \tNew Jersey Turnpike - Western Spur Southbound before Exit 15W I-280.,07032,2019-11-27 11:51:00,56.0,80.0,29.84,10.0,S,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4196254,2,733,810,0.7929999999999999,An unconfirmed report of a crash has been received. Use caution.,97028,2022-12-04 12:21:00,34.0,85.0,29.94,0.75,E,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,9,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0
A-643297,2,1066,1096,0.0,Crash on Fieldstone Way at Beaumont Centre Pkwy.,40513,2022-04-20 17:54:00,70.0,27.0,29.11,10.0,SSE,10.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,4,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4618568,2,749,1159,3.0610000000000004,Slow traffic on I-15 S - Ontario Fwy S from Jurupa St (I-15) to Limonite Ave (I-15) due to accident.,91752,2022-11-22 12:53:00,76.0,10.0,29.16,10.0,N,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1709961,3,438,483,0.0,2 right lane blocked due to accident on I-15 Northbound before Exit 300 UT-173 5300 S.,84123,2019-12-11 06:54:00,31.0,79.0,25.84,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6995956,3,1100,1115,1.411,Between Airport Rd and US-460-BR/Timberlake Rd - Accident.,24501,2020-06-02 17:54:00,86.0,46.0,28.95,10.0,S,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4609707,2,1061,1189,0.486,NYSTA - Statewide Ops.: crash on I-87 - NYS Thruway southbound at Before Woodbury Toll Barrier starting 5:41 PM 08/28/2022 [CARS CAD-222400319],10975,2022-08-28 17:45:00,82.0,54.0,29.59,10.0,SE,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4893444,2,848,926,0.006,Incident on E TANQUE VERDE RD near N KOLB RD Expect delays.,85715,2023-01-13 13:55:00,76.0,11.0,27.26,10.0,E,6.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,78,8,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5564193,2,477,597,0.059,Incident on OX YOKE RD near HOUSE 19700 Drive with caution.,96007,2021-05-07 07:53:00,63.0,37.0,29.48,10.0,NW,8.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,120,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-2040088,2,857,908,0.0,Accident on CA-26 at Garner Pl.,95252,2019-06-07 14:15:00,75.0,25.0,27.76,10.0,VAR,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1281852,2,564,763,0.0,Accident on FL-202 Butler Blvd Westbound at I-295 Exit 53.,32256,2020-11-04 09:53:00,70.0,59.0,30.33,10.0,N,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,3,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6573974,2,171,246,0.231,Incident on E OSCEOLA PKWY near CORAL REEF CIR Drive with caution.,34743,2020-12-12 02:56:00,58.0,90.0,30.02,10.0,CALM,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,75,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-564885,3,1097,1142,0.0,Left lane blocked and left hand shoulder blocked due to multi-vehicle crash on I-10 Westbound at Exit 10 US-29 Pensacola Blvd.,32534,2022-07-15 18:16:00,78.0,90.0,29.91,2.0,W,9.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1
A-1464777,3,644,695,0.0,2 right lane blocked due to accident on I-20 Westbound at US-23 Moreland Ave.,30316,2020-05-09 10:52:00,55.0,43.0,29.11,10.0,N,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1962399,3,1036,1111,0.0,Left lane blocked due to accident on I-90 Jane Addams Tollway Eastbound at IL-72 Higgins Rd.,60018,2019-07-11 16:51:00,80.0,52.0,29.22,10.0,NE,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,6,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4043577,2,346,423,0.134,Incident on BACONS BRIDGE RD near SC-165 Drive with caution.,29485-7703,2022-10-13 05:55:00,66.0,100.0,29.81,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1211109,3,374,417,0.0,#1 lane blocked due to accident on I-10 Westbound at I-5.,90033,2020-12-30 05:52:00,44.0,55.0,30.02,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
A-7201076,2,827,862,0.0,At I-25-BR/US-85/US-87/N Nevada Ave - Accident. Left lane blocked.,80907-6354,2020-04-27 13:58:00,72.0,16.0,23.56,10.0,SSE,10.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,35,8,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7386805,2,887,926,0.0,At Hacienda Blvd - Accident.,91745,2019-10-01 14:53:00,74.0,45.0,29.74,10.0,SSW,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1898276,3,434,494,0.0,Accident on I-10 Westbound at Alameda St.,90021,2019-09-06 06:52:00,74.0,64.0,29.8,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,9,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
A-6030008,2,964,1199,0.032,Accident at CO-470 W.,80465,2021-05-06 15:59:00,68.0,30.0,24.53,10.0,NE,9.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,8,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4519550,2,1031,1129,0.618,Incident on MISSION OLIVE RD near HOUSE 54 Drive with caution.,95966-9322,2022-01-01 16:53:00,47.0,54.0,30.03,10.0,S,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5912485,2,926,1159,3.056,Slow traffic on I-75 N from FL-484/Exit 341 (I-75) to FL-40/Exit 352 (I-75) due to accident.,34474,2021-11-28 15:51:00,65.0,39.0,29.93,10.0,WNW,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5329592,2,521,622,0.6579999999999999,Incident on EASY ST near HOUSE 4606 Drive with caution.,96097-9718,2022-06-28 08:53:00,73.0,22.0,27.35,10.0,N,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4133149,2,960,1047,0.215,Incident on 17TH ST WB near I-99 Expect long delays.,16602,2022-02-07 15:53:00,38.0,51.0,28.47,10.0,SE,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-3824887,2,1271,1391,0.135,Incident on I-405 NB near CA-90 Road closed. Take alternate route.,90230,2022-06-30 20:51:00,65.0,81.0,29.76,10.0,WSW,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6016070,2,979,1005,0.33,Stationary traffic from N 91st Ave (W Happy Valley Rd) to N Lake Pleasant Pkwy (W Happy Valley Rd) due to accident.,85383-1256,2021-11-19 15:53:00,78.0,14.0,28.36,10.0,S,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5876142,2,909,1031,0.149,Stationary traffic on NC-160 from Barringer Dr to I-77 N due to accident.,28208,2021-10-26 14:52:00,71.0,32.0,28.97,10.0,NNW,17.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,122,2,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0
A-3569123,2,404,764,7.407999999999999,Between I-80/Exit 0 and County Rd F-12/Exit 10 - Accident. Left lane blocked.,52317,2017-03-13 06:42:00,28.9,89.0,30.14,6.0,ENE,12.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,5,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0
A-7168525,4,1020,1035,0.059,Closed at Irving St - Road closed due to accident.,20002,2020-04-10 16:52:00,50.0,35.0,29.75,10.0,NW,18.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-3986658,2,39,114,0.017,Incident on FOREST ST near I-95 Expect delays.,32204-2703,2022-10-13 00:53:00,77.0,90.0,29.93,10.0,SSW,7.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-6145354,2,1158,1346,0.087,Incident on ROYAL TERN CT near LUVAN BLVD Drive with caution.,29440-7068,2021-07-04 19:15:00,81.0,48.0,29.95,10.0,SSE,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5536121,2,799,814,0.711,Slow traffic on I-95 N from FL-820/Hollywood Blvd/Exit 20 (I-95) to FL-848/Stirling Rd/Exit 22 (I-95) due to accident.,33020,2021-10-14 12:53:00,86.0,74.0,29.91,10.0,ENE,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1661120,2,923,1078,0.0,Lane blocked due to accident on FL-684 Cortez Rd Westbound at 59th St.,34209,2020-02-21 14:53:00,60.0,64.0,30.12,10.0,N,12.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,155,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-7001257,2,565,640,0.0,At Delano Ave - Serious accident.,38127-8144,2020-06-04 09:50:00,72.0,94.0,29.59,5.0,ENE,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6770389,4,1354,68,2.773,Road OR-224 is closed from OR-211/Woodburn Estacada Hwy (Clackamas Hwy/OR-224) to Faraday Rd (Clackamas Hwy/OR-224) due to accident.,97023,2020-09-09 22:53:00,78.0,19.0,29.85,10.0,E,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1286,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4134903,2,811,1067,6.974,Slow traffic on I-5 N - Santa Ana Fwy N from Pioneer Blvd (I-5) to Atlantic Blvd/Triggs St (I-5) due to accident.,90650,2022-02-09 13:53:00,87.0,7.0,29.89,5.0,VAR,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7318713,2,995,1062,0.0,At CA-180 - Accident.,93706,2019-12-17 16:53:00,55.0,43.0,29.75,10.0,N,3.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-3377687,3,1173,1202,0.1400000005960464,Entry ramp to I-95 Southbound from E Broad St shoulder blocked due to multi-vehicle accident.,23219-2037,2017-08-15 19:22:00,75.0,96.0,29.87,7.0,NE,8.1,0.09,0,0,0,0,1,0,0,0,0,0,0,0,0,29,2,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-734928,2,944,998,0.0,Lane blocked due to accident on IL-19 Irving Park Rd at Grove Ave.,60191-1340,2022-01-25 15:51:00,11.0,51.0,29.55,10.0,W,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1504090,2,588,637,0.0,Accident on Buncombe Rd at Woolworth Rd.,71129-9404,2020-06-12 09:53:00,80.0,48.0,30.09,10.0,NE,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7053938,2,765,876,0.0,At Nuevo Rd - Accident.,92571,2020-06-23 12:58:00,89.0,31.0,28.31,10.0,NW,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6090299,2,1042,1210,0.272,Slow traffic on US-1 N - MD-410 - US-1 S from Oliver St to 44th Ave due to accident.,20781-1506,2021-08-16 17:15:00,79.0,78.0,30.06,10.0,SE,3.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,168,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-4099123,2,796,871,0.01,Incident on UNIVERSITY BLVD near FORSYTH RD Drive with caution.,32792,2023-01-28 12:53:00,72.0,51.0,30.19,10.0,ENE,15.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,75,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-2145580,2,1123,1248,0.0,Accident on SC-121 Newberry Hwy both ways at Hillside Ln.,29138-8936,2019-04-03 18:55:00,68.0,33.0,29.7,10.0,S,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6435346,2,1263,1343,1.158,Incident on I-95 NB near GA-25 Right lane blocked. Expect delays.,31520,2021-01-03 20:53:00,52.0,80.0,30.02,10.0,W,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5323940,2,1092,1115,0.518,Slow traffic on KS-7 from N Nettleton Ave (S 130th St/KS-7) to I-70 (S 130th St/KS-7) due to accident.,66012-9234,2022-09-09 17:54:00,88.0,34.0,28.99,10.0,SE,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7144863,2,642,672,0.0,At VA-10/W Hundred Rd - Accident.,23831,2020-03-30 10:56:00,63.0,37.0,29.76,10.0,W,7.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,30,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-6285138,2,985,1005,0.297,Slow traffic on Cross County Pkwy E from Bronx River Pkwy/Exit 6 (Cross County Pkwy) to Hutchinson Blvd/Exit 9 (Cross County Pkwy) due to accident.,10552,2021-11-04 16:51:00,51.0,31.0,30.25,10.0,NE,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6473414,2,1423,58,0.008,Incident on BRAINERD RD near OLD MISSION RD Expect delays.,37411-4012,2021-02-01 23:53:00,36.0,62.0,29.34,10.0,NNW,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1365,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-7490548,2,624,654,0.45,Between Gregory Blvd/Exit 67 and 87th St/Exit 69 - Accident. Lane blocked.,64133,2018-12-26 10:34:00,42.1,100.0,30.15,4.0,ESE,12.7,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-7262654,2,926,978,0.0,At I-78/Mill Rd/Exit 142 - Accident.,07111-2230,2020-02-14 15:51:00,30.0,28.0,30.34,10.0,NW,15.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-2113465,2,1081,1142,0.0,Right lane blocked due to accident on 6th Ave Northbound at Blanchard St.,98121-2513,2019-05-20 17:53:00,56.0,69.0,29.76,10.0,S,5.0,0.0,1,0,1,0,0,0,0,0,1,0,0,1,0,61,9,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-5893353,2,46,127,0.056,Incident on MN-244 near E SHORE AVE Drive with caution.,55115-1556,2021-10-23 00:55:00,32.0,93.0,29.08,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,5,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1639959,2,972,1001,1.1599999666213991,Accident on I-10 Eastbound from Exit 157B LA-427 Acadian Thwy to Exit 158 College Dr.,70808,2020-02-10 16:07:00,75.0,82.0,29.89,10.0,S,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-989728,3,1109,1184,0.0,Two lanes blocked due to accident on I-270 Collector Northbound at Exit 33 Easton Way.,43219,2021-06-25 18:51:00,82.0,62.0,29.15,10.0,S,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6118786,2,934,1227,0.034,Crash on PA 316 both directions at Exit: I-81 NORTH. There is a ramp closure.,17201,2021-07-29 15:33:00,78.0,81.0,29.13,2.0,WNW,5.0,0.04,0,0,0,0,0,0,0,0,0,0,0,1,0,293,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-5304371,2,953,1033,0.177,Incident on RODEO RD near STROLLING HILLS RD Drive with caution.,95682,2022-09-16 15:55:00,72.0,38.0,27.3,5.0,NW,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1792602,2,1228,1398,0.0,Accident on US-25-BR Poinsett Hwy at Loop St.,29609-4432,2019-11-01 20:53:00,53.0,57.0,29.12,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,170,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4169417,2,904,1067,0.148,Slow traffic from Bird Dr/SW 42nd St (SW 137th Ave) to Sunset Dr/SW 72nd St (SW 137th Ave) due to accident.,33175,2022-05-12 14:53:00,80.0,56.0,29.89,10.0,ESE,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
A-880562,2,1095,1142,0.0,Accident on Spring Pines Way at Fox Rd.,27616-7808,2021-09-28 17:51:00,82.0,54.0,29.51,10.0,W,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-5380209,2,259,449,0.08,On VA-40 in the County of Surry in the vicinity of Carsley Rd; Rt. 615N/S (Surry County) near Thomas Drive motorists can expect delays due to a vehicle crash. All west lanes are closed.,23890-4911,2022-04-17 03:54:00,59.0,72.0,29.83,10.0,VAR,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-2193412,3,1137,1228,0.8500000238418579,Entry ramp to I-77 Northbound at Exit 10 from I-271 Northbound closed due to accident.,44286,2019-04-29 19:01:00,50.0,93.0,29.14,4.0,ENE,10.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-2024908,3,994,1069,0.0,Accident on I-85 Northbound at Exit 51 I-385 Exits 36 36A 36B.,29607,2019-08-15 16:53:00,90.0,45.0,28.8,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-1247403,2,592,621,0.0,Lane blocked due to accident on CA-70 near Purdy Ln.,95971-9341,2020-11-30 09:53:00,50.0,66.0,30.11,10.0,SSE,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4494230,2,883,1010,0.292,Accident on Cesar E Chavez Ave (I-10/I-5) from I-10 (North)/I-5 (I-10/I-5) to Golden State Fwy N - I-5 N - I-10 E.,90033,2022-04-30 14:47:00,70.0,46.0,29.67,10.0,W,8.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,127,9,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
A-4949354,2,854,953,0.557,Incident on MOUNTAIN VIEW RD near HOUSE 38100 Drive with caution.,95468,2023-01-04 14:28:00,53.0,89.0,28.87,1.0,SSE,17.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,99,9,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-2097742,3,1009,1069,0.0,Accident on CA-60 Northbound at Exit 12 I-605.,91746,2019-05-12 16:53:00,72.0,55.0,29.8,10.0,SSW,10.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-3952682,2,1060,1185,0.084,Slow traffic on County Hwy-582A - US-41 Bus S - FL-685 from E Fletcher Ave to N Ola Ave due to accident.,33613-3213,2022-02-12 17:35:00,75.0,36.0,30.03,10.0,NNW,7.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,125,3,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-5604670,2,1194,1372,2.167,Slow traffic on I-80 E from PA-830/Exit 86 (I-80) to US-219/Exit 97 (I-80) due to accident.,15825,2021-03-27 19:53:00,61.0,41.0,28.06,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7127544,2,823,853,0.0,At Baldwin Rd/Grand Ave/Exit 20 - Accident.,11575,2020-03-21 13:53:00,49.0,33.0,30.23,10.0,N,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-3776696,2,717,809,0.206,Incident on CA-200 WB near CA-200 Drive with caution.,95519,2022-04-20 11:53:00,55.0,77.0,29.53,9.0,S,18.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,92,9,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0
A-1678448,2,1060,1151,0.0,#1 #2 lane blocked due to accident on CA-4 Westbound before Bixler Rd.,94505,2020-01-03 17:53:00,51.0,80.0,29.78,5.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-1009105,2,722,782,0.0,Accident on CA-55 Southbound at Exits 5A 5B 5C 6A 6B I-405 Exits 8 9A 9B.,92626,2021-06-11 11:53:00,76.0,40.0,29.89,10.0,SW,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-7288109,2,707,819,0.0,At South St - Accident.,90703,2019-12-24 11:53:00,60.0,62.0,29.75,10.0,CALM,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6139194,2,811,835,0.753,Stationary traffic on MN-7 from MN-41 (MN-7) to Rolling Acres Rd/Smithtown Rd (MN-7) due to accident.,55331,2021-12-10 13:28:00,29.0,92.0,28.87,0.25,ENE,5.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0
A-5855111,2,997,1125,0.036,Incident on W CAPITOL AVE near BROADWAY ST Drive with caution.,72201-3402,2021-03-02 16:53:00,51.0,44.0,29.92,10.0,CALM,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,128,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-3833391,2,1378,15,0.015,Incident on E 92ND ST near CROESUS AVE Drive with caution.,90002-2521,2022-10-08 22:53:00,68.0,84.0,29.97,10.0,WSW,7.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1363,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A-4028165,2,941,1021,0.044,Incident on EASTON RD near NORWOOD AVE Drive with caution.,19001,2022-09-06 15:54:00,73.0,84.0,29.82,10.0,ENE,8.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-6061799,2,708,786,0.049,Incident on I-210 EB near CARNELIAN ST Right shoulder closed.,91701,2021-11-13 11:53:00,87.0,12.0,29.03,10.0,SSW,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4573743,2,465,615,1.7819999999999998,Incident on I-75 SB near W PACES FERRY Drive with caution.,30327,2022-09-26 07:55:00,61.0,95.0,28.8,6.0,W,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
A-4717044,2,687,723,1.29,Stationary traffic on I-94 E - Detroit Industrial Fwy E from US-24/Telegraph Rd/Exit 202B (I-94) to MI-39/Southfield Fwy/Exit 204 (I-94) due to accident.,48180,2022-03-13 01:53:00,15.0,64.0,29.45,10.0,SSW,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A-2126384,2,386,510,0.0,Accident on NC-16 Providence Rd at Caswell Rd.,28204-3214,2019-05-28 06:52:00,69.0,90.0,29.16,8.0,CALM,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,124,2,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0
